bowler,innings,wickets,runs,balls,lbw,bowled,3_w_b,4_w_b,5_w_b,maiden_overs,wicket_point,eco,eco<5,eco(5-5.99),eco(6-7),eco(10-11),eco(11.01-12),eco>12,maiden_point,POINTS
MS Kasprowicz,1,4,29,24,0,1,0,8,0,0,100,7.25,0,0,0,0,0,0,0,109.0
AA Noffke,1,3,18,21,0,2,4,0,0,1,75,5.142857142857142,0,4,0,0,0,0,12,97.0
SJ Coyte,1,3,14,24,0,2,4,0,0,0,75,3.5,6,0,0,0,0,0,0,87.0
Mansoor Amjad,1,3,3,6,0,1,4,0,0,0,75,3.0,6,0,0,0,0,0,0,86.0
MDK Perera,1,3,26,24,1,2,4,0,0,0,75,6.5,0,0,2,0,0,0,0,84.0
NT Ellis,2,6,50,48,1,1,8,0,0,0,150,6.25,0,0,2,0,0,0,0,81.0
D Hemalatha,1,3,26,24,0,0,4,0,0,0,75,6.5,0,0,2,0,0,0,0,81.0
NA Saini,1,3,28,23,0,1,4,0,0,0,75,7.304347826086957,0,0,0,0,0,0,0,80.0
Mohammad Ashraful,1,3,42,24,0,1,4,0,0,0,75,10.5,0,0,0,-2,0,0,0,78.0
MG Bracewell,2,5,54,48,1,1,4,0,0,1,125,6.75,0,0,2,0,0,0,12,72.5
JL Denly,2,5,28,30,0,3,0,8,0,0,125,5.6,0,4,0,0,0,0,0,70.0
ML Schutt,8,19,165,175,0,9,16,8,0,2,475,5.657142857142857,0,4,0,0,0,0,24,67.0
Ebadat Hossain,2,5,91,48,0,1,4,0,0,0,125,11.375,0,0,0,0,-4,0,0,63.0
Umar Gul,8,18,219,170,2,5,4,8,16,0,450,7.729411764705883,0,0,0,0,0,0,0,60.625
Kuldeep Yadav,6,13,201,144,1,2,8,0,0,1,325,8.375,0,0,0,0,0,0,12,58.0
DP Nannes,4,8,149,96,0,1,8,0,0,1,200,9.3125,0,0,0,0,0,0,12,55.25
BW Hilfenhaus,2,4,31,42,0,3,0,0,0,0,100,4.428571428571429,6,0,0,0,0,0,0,54.5
D Wiese,4,8,171,96,0,0,4,0,16,0,200,10.6875,0,0,0,-2,0,0,0,54.5
S Molineux,3,6,63,72,0,1,0,8,0,0,150,5.25,0,4,0,0,0,0,0,54.333333333333336
HF Gurney,1,2,26,24,0,1,0,0,0,0,50,6.5,0,0,2,0,0,0,0,53.0
N Pradeep,4,8,151,96,1,2,0,8,0,0,200,9.4375,0,0,0,0,0,0,0,52.75
SHA Rance,2,4,77,48,1,0,4,0,0,0,100,9.625,0,0,0,0,0,0,0,52.5
R McLaren,2,4,59,48,1,0,4,0,0,0,100,7.375,0,0,0,0,0,0,0,52.5
ML Lewis,2,4,49,45,1,2,0,0,0,0,100,6.533333333333333,0,0,2,0,0,0,0,52.5
AB Dinda,2,4,70,42,0,1,4,0,0,0,100,10.0,0,0,0,0,0,0,0,52.5
Mohammad Wasim,3,6,145,72,1,4,0,8,0,0,150,12.083333333333332,0,0,0,0,0,-6,0,52.333333333333336
MJ Henry,2,4,76,48,0,0,4,0,0,0,100,9.5,0,0,0,0,0,0,0,52.0
JP Faulkner,10,19,331,228,0,7,12,0,16,0,475,8.710526315789473,0,0,0,0,0,0,0,51.0
MS Panesar,1,2,40,24,0,1,0,0,0,0,50,10.0,0,0,0,0,0,0,0,51.0
Arafat Sunny,1,2,34,24,0,1,0,0,0,0,50,8.5,0,0,0,0,0,0,0,51.0
Nasum Ahmed,1,2,30,24,0,1,0,0,0,0,50,7.5,0,0,0,0,0,0,0,51.0
AS Joseph,2,4,75,48,1,0,0,0,0,0,100,9.375,0,0,0,0,0,0,0,50.5
VD Philander,1,2,35,24,0,0,0,0,0,0,50,8.75,0,0,0,0,0,0,0,50.0
V Shankar,1,2,38,24,0,0,0,0,0,0,50,9.5,0,0,0,0,0,0,0,50.0
RK Kleinveldt,2,4,75,48,0,0,0,0,0,0,100,9.375,0,0,0,0,0,0,0,50.0
CT Tremlett,1,2,45,24,0,2,0,0,0,0,50,11.25,0,0,0,0,-4,0,0,48.0
GD McGrath,1,2,48,24,0,1,0,0,0,0,50,12.0,0,0,0,0,-4,0,0,47.0
Ravi Bishnoi,7,12,184,160,2,2,0,8,0,1,300,6.8999999999999995,0,0,2,0,0,0,12,46.57142857142857
NJ Carey,3,5,54,66,0,1,4,0,0,0,125,4.909090909090909,6,0,0,0,0,0,0,45.333333333333336
MK Villiers,2,3,38,36,0,1,0,0,0,1,75,6.333333333333334,0,0,2,0,0,0,12,45.0
Izatullah Dawlatzai,1,2,56,18,1,0,0,0,0,0,50,18.666666666666668,0,0,0,0,0,-6,0,45.0
Fareed Ahmad,1,2,57,24,0,1,0,0,0,0,50,14.25,0,0,0,0,0,-6,0,45.0
MA Wood,9,15,346,204,0,2,12,0,0,1,375,10.176470588235293,0,0,0,-2,0,0,12,44.333333333333336
AM Ellis,1,2,40,18,0,0,0,0,0,0,50,13.333333333333334,0,0,0,0,0,-6,0,44.0
PA Hitchcock,1,2,43,18,0,0,0,0,0,0,50,14.333333333333332,0,0,0,0,0,-6,0,44.0
S Lackay,1,2,59,24,0,0,0,0,0,0,50,14.75,0,0,0,0,0,-6,0,44.0
Arshdeep Singh,7,11,168,135,2,3,4,0,0,2,275,7.466666666666667,0,0,0,0,0,0,24,44.0
AL Phehlukwayo,16,27,489,319,3,5,12,8,0,0,675,9.197492163009404,0,0,0,0,0,0,0,43.9375
BAW Mendis,3,5,101,72,1,1,4,0,0,0,125,8.416666666666666,0,0,0,0,0,0,0,43.666666666666664
RJ Gleeson,3,5,120,66,1,1,4,0,0,0,125,10.909090909090908,0,0,0,-2,0,0,0,43.0
AF Milne,6,9,172,139,0,1,8,0,0,2,225,7.424460431654676,0,0,0,0,0,0,24,43.0
L Ngidi,10,16,356,202,0,0,4,0,16,0,400,10.574257425742575,0,0,0,-2,0,0,0,41.8
GP Swann,6,9,149,114,1,0,0,0,0,2,225,7.842105263157896,0,0,0,0,0,0,24,41.666666666666664
VR Iyer,3,5,71,49,0,0,0,0,0,0,125,8.693877551020408,0,0,0,0,0,0,0,41.666666666666664
RP Yadav,4,6,114,96,0,1,0,0,0,1,150,7.125,0,0,0,0,0,0,12,40.75
Abdul Razzaq,3,4,47,48,1,1,4,0,0,1,100,5.875,0,4,0,0,0,0,12,40.666666666666664
AJ Hall,2,3,60,48,2,0,4,0,0,0,75,7.5,0,0,0,0,0,0,0,40.5
JW Dernbach,10,15,360,224,0,4,12,0,0,1,375,9.642857142857142,0,0,0,0,0,0,12,40.3
Mohammad Amir,14,21,389,307,1,6,16,0,0,1,525,7.602605863192181,0,0,0,0,0,0,12,40.0
Fawad Ahmed,2,3,68,48,0,1,4,0,0,0,75,8.5,0,0,0,0,0,0,0,40.0
R Vinay Kumar,2,3,58,42,1,0,4,0,0,0,75,8.285714285714285,0,0,0,0,0,0,0,40.0
JS Patel,4,6,132,72,0,0,0,0,0,1,150,11.0,0,0,0,-2,0,0,12,40.0
SN Thakur,9,14,327,198,1,1,8,0,0,0,350,9.90909090909091,0,0,0,0,0,0,0,40.0
Saeed Ajmal,9,14,277,197,1,1,8,0,0,0,350,8.436548223350254,0,0,0,0,0,0,0,40.0
AC Agar,12,18,287,222,3,4,4,0,16,0,450,7.756756756756756,0,0,0,0,0,0,0,39.75
TL Best,2,3,59,42,0,0,4,0,0,0,75,8.428571428571427,0,0,0,0,0,0,0,39.5
S Glenn,2,3,41,36,0,2,0,0,0,0,75,6.833333333333333,0,0,2,0,0,0,0,39.5
SW Tait,8,12,264,193,0,7,8,0,0,0,300,8.207253886010363,0,0,0,0,0,0,0,39.375
WD Parnell,8,12,258,167,1,2,4,8,0,0,300,9.269461077844312,0,0,0,0,0,0,0,39.375
PWH de Silva,6,9,200,138,2,5,4,0,0,0,225,8.695652173913043,0,0,0,0,0,0,0,39.333333333333336
MW Parkinson,4,6,163,96,1,0,0,8,0,0,150,10.1875,0,0,0,-2,0,0,0,39.25
RJ Sidebottom,4,6,92,74,1,2,4,0,0,0,150,7.45945945945946,0,0,0,0,0,0,0,39.25
Abdur Rehman,2,3,55,48,0,1,0,0,0,0,75,6.875,0,0,2,0,0,0,0,39.0
KL Cross,2,3,48,42,1,0,0,0,0,0,75,6.857142857142857,0,0,2,0,0,0,0,39.0
JM Muirhead,2,3,47,36,0,2,0,0,0,0,75,7.833333333333334,0,0,0,0,0,0,0,38.5
Zulfiqar Babar,2,3,50,42,1,1,0,0,0,0,75,7.142857142857142,0,0,0,0,0,0,0,38.5
R Frylinck,2,3,42,36,0,0,0,0,0,0,75,7.0,0,0,2,0,0,0,0,38.5
NE Farrant,3,4,100,72,2,1,0,0,0,1,100,8.333333333333332,0,0,0,0,0,0,12,38.333333333333336
IK Pathan,4,6,141,84,0,1,4,0,0,0,150,10.071428571428571,0,0,0,-2,0,0,0,38.25
IS Sodhi,25,37,820,570,2,7,4,16,0,0,925,8.631578947368421,0,0,0,0,0,0,0,38.16
MA Starc,11,16,318,239,1,6,12,0,0,0,400,7.98326359832636,0,0,0,0,0,0,0,38.09090909090909
DAJ Bracewell,2,3,57,36,0,1,0,0,0,0,75,9.5,0,0,0,0,0,0,0,38.0
KAJ Roach,2,3,63,48,0,1,0,0,0,0,75,7.875,0,0,0,0,0,0,0,38.0
MA Aponso,2,3,60,42,1,0,0,0,0,0,75,8.571428571428571,0,0,0,0,0,0,0,38.0
CS Martin,2,3,79,48,0,1,0,0,0,0,75,9.875,0,0,0,0,0,0,0,38.0
Shoaib Akhtar,2,3,72,48,0,1,0,0,0,0,75,9.0,0,0,0,0,0,0,0,38.0
NO Miller,2,3,55,42,1,0,0,0,0,0,75,7.857142857142858,0,0,0,0,0,0,0,38.0
SC Selman,2,3,60,48,0,1,0,0,0,0,75,7.5,0,0,0,0,0,0,0,38.0
HL Ferling,1,1,18,18,0,1,0,0,0,1,25,6.0,0,0,0,0,0,0,12,38.0
KJ Abbott,6,9,229,136,1,0,4,0,0,0,225,10.102941176470589,0,0,0,-2,0,0,0,38.0
Shaheen Shah Afridi,10,14,345,230,2,6,8,0,0,1,350,9.0,0,0,0,0,0,0,12,37.8
SMSM Senanayake,7,10,247,162,0,1,4,8,0,0,250,9.148148148148149,0,0,0,0,0,0,0,37.57142857142857
JJ van der Wath,2,3,73,48,0,0,0,0,0,0,75,9.125,0,0,0,0,0,0,0,37.5
S Kaul,2,3,80,46,0,2,0,0,0,0,75,10.434782608695652,0,0,0,-2,0,0,0,37.5
DL Vettori,5,7,135,120,0,2,0,8,0,0,175,6.75,0,0,2,0,0,0,0,37.4
AR Patel,13,18,379,264,0,6,16,0,0,1,450,8.613636363636363,0,0,0,0,0,0,12,37.23076923076923
RP Meredith,2,3,81,48,1,0,0,0,0,0,75,10.125,0,0,0,-2,0,0,0,37.0
RJ Harris,1,1,40,24,0,0,0,0,0,1,25,10.0,0,0,0,0,0,0,12,37.0
EP Thompson,1,1,18,18,0,0,0,0,0,1,25,6.0,0,0,0,0,0,0,12,37.0
MJ Santner,23,33,639,477,1,3,12,8,0,0,825,8.037735849056602,0,0,0,0,0,0,0,36.91304347826087
Imran Tahir,8,11,252,185,0,3,0,0,16,0,275,8.172972972972973,0,0,0,0,0,0,0,36.75
JC Archer,3,4,120,72,0,1,0,8,0,0,100,10.0,0,0,0,0,0,0,0,36.333333333333336
SFM Devine,4,5,79,78,1,1,4,0,0,1,125,6.076923076923077,0,0,2,0,0,0,12,36.25
Poonam Yadav,5,7,156,114,1,1,4,0,0,0,175,8.210526315789474,0,0,0,0,0,0,0,36.2
MG Johnson,8,11,251,181,1,0,0,0,0,1,275,8.320441988950275,0,0,0,0,0,0,12,36.0
MJ Swepson,5,7,157,102,1,0,4,0,0,0,175,9.23529411764706,0,0,0,0,0,0,0,36.0
OC McCoy,7,10,283,150,0,2,4,0,0,0,250,11.32,0,0,0,0,-4,0,0,36.0
LH Ferguson,5,7,147,120,1,3,0,0,0,0,175,7.3500000000000005,0,0,0,0,0,0,0,35.8
DW Steyn,10,14,346,228,0,3,4,0,0,0,350,9.105263157894736,0,0,0,0,0,0,0,35.7
Shadab Khan,17,23,547,384,2,2,12,0,0,1,575,8.546875,0,0,0,0,0,0,12,35.470588235294116
AD Mascarenhas,5,7,112,90,0,2,0,0,0,0,175,7.466666666666667,0,0,0,0,0,0,0,35.4
RL Chase,3,4,54,54,0,2,4,0,0,0,100,6.0,0,0,0,0,0,0,0,35.333333333333336
JEC Franklin,6,8,88,75,1,2,0,8,0,0,200,7.04,0,0,0,0,0,0,0,35.166666666666664
D Pretorius,8,11,229,147,1,1,4,0,0,0,275,9.346938775510203,0,0,0,0,0,0,0,35.125
Mustafizur Rahman,10,13,380,229,0,1,12,0,0,1,325,9.956331877729259,0,0,0,0,0,0,12,35.0
Rubel Hossain,9,12,381,214,2,7,8,0,0,0,300,10.682242990654206,0,0,0,-2,0,0,0,35.0
KMDN Kulasekara,10,13,349,230,1,2,0,8,0,1,325,9.104347826086956,0,0,0,0,0,0,12,34.8
GD Elliott,3,4,45,30,0,0,4,0,0,0,100,9.0,0,0,0,0,0,0,0,34.666666666666664
NM Coulter-Nile,9,12,316,210,0,4,0,8,0,0,300,9.028571428571428,0,0,0,0,0,0,0,34.666666666666664
CH Morris,12,15,398,264,1,7,0,8,0,2,375,9.045454545454545,0,0,0,0,0,0,24,34.583333333333336
BE Hendricks,8,11,322,171,1,0,4,0,0,0,275,11.298245614035087,0,0,0,0,-4,0,0,34.5
MR Marsh,6,8,106,78,1,1,4,0,0,0,200,8.153846153846153,0,0,0,0,0,0,0,34.333333333333336
D Hazell,3,4,83,66,1,2,0,0,0,0,100,7.545454545454545,0,0,0,0,0,0,0,34.333333333333336
S Ecclestone,7,9,190,161,1,2,0,0,0,1,225,7.080745341614907,0,0,0,0,0,0,12,34.285714285714285
SL Malinga,16,21,527,372,1,8,12,0,0,0,525,8.5,0,0,0,0,0,0,0,34.125
RP Singh,3,4,90,72,0,2,0,0,0,0,100,7.5,0,0,0,0,0,0,0,34.0
IG Butler,3,4,79,72,0,0,0,0,0,0,100,6.583333333333334,0,0,2,0,0,0,0,34.0
SCJ Broad,15,19,451,311,0,3,8,8,0,1,475,8.70096463022508,0,0,0,0,0,0,12,33.733333333333334
JR Hopes,3,4,80,66,0,1,0,0,0,0,100,7.272727272727273,0,0,0,0,0,0,0,33.666666666666664
R Shepherd,9,12,368,191,0,3,4,0,0,0,300,11.56020942408377,0,0,0,0,-4,0,0,33.666666666666664
T Natarajan,3,4,92,72,0,1,0,0,0,0,100,7.666666666666666,0,0,0,0,0,0,0,33.666666666666664
TA Boult,23,30,773,533,0,5,8,8,0,0,750,8.701688555347092,0,0,0,0,0,0,0,33.52173913043478
LMP Simmons,4,5,58,37,1,0,0,8,0,0,125,9.405405405405405,0,0,0,0,0,0,0,33.5
DJ Willey,15,19,494,323,1,4,8,0,0,1,475,9.176470588235293,0,0,0,0,0,0,12,33.333333333333336
JD Unadkat,3,4,97,64,0,0,0,0,0,0,100,9.09375,0,0,0,0,0,0,0,33.333333333333336
CBRLS Kumara,3,4,120,66,0,1,0,0,0,0,100,10.909090909090908,0,0,0,-2,0,0,0,33.0
HNK Jensen,4,5,87,72,0,2,4,0,0,0,125,7.25,0,0,0,0,0,0,0,32.75
TG Southee,31,39,1142,735,3,4,20,0,0,1,975,9.322448979591837,0,0,0,0,0,0,12,32.70967741935484
D Paterson,5,6,173,108,1,3,0,8,0,0,150,9.61111111111111,0,0,0,0,0,0,0,32.4
CJ Dala,5,6,173,102,1,0,0,0,0,1,150,10.176470588235293,0,0,0,-2,0,0,12,32.2
KA Heffernan,1,1,14,24,0,1,0,0,0,0,25,3.5,6,0,0,0,0,0,0,32.0
A Zampa,17,21,443,369,2,9,8,0,0,0,525,7.203252032520325,0,0,0,0,0,0,0,32.0
Nida Dar,4,5,129,90,1,1,0,0,0,0,125,8.6,0,0,0,0,0,0,0,31.75
YS Chahal,24,30,835,549,2,2,0,8,0,0,750,9.12568306010929,0,0,0,0,0,0,0,31.75
KD Mills,9,11,327,210,0,2,8,0,0,0,275,9.342857142857143,0,0,0,0,0,0,0,31.666666666666668
UT Yadav,3,4,109,54,0,1,0,0,0,0,100,12.11111111111111,0,0,0,0,0,-6,0,31.666666666666668
JE Taylor,9,11,308,198,2,4,4,0,0,0,275,9.333333333333334,0,0,0,0,0,0,0,31.666666666666668
PJ Cummins,10,12,316,210,0,4,0,0,0,1,300,9.028571428571428,0,0,0,0,0,0,12,31.6
OF Smith,9,11,285,168,2,1,8,0,0,0,275,10.178571428571429,0,0,0,-2,0,0,0,31.555555555555557
Shapoor Zadran,2,2,52,36,0,1,0,0,0,1,50,8.666666666666666,0,0,0,0,0,0,12,31.5
AM Phangiso,4,5,117,84,0,1,0,0,0,0,125,8.357142857142858,0,0,0,0,0,0,0,31.5
OU Ranasinghe,4,5,103,78,1,0,0,0,0,0,125,7.923076923076923,0,0,0,0,0,0,0,31.5
Shahid Afridi,15,18,392,335,2,7,4,8,0,0,450,7.02089552238806,0,0,0,0,0,0,0,31.4
B Kumar,29,33,849,630,3,7,4,0,32,3,825,8.085714285714285,0,0,0,0,0,0,36,31.275862068965516
NL McCullum,11,13,307,222,0,3,0,16,0,0,325,8.297297297297298,0,0,0,0,0,0,0,31.272727272727273
LM Kasperek,4,5,119,84,0,0,0,0,0,0,125,8.5,0,0,0,0,0,0,0,31.25
AJ Tye,9,11,363,216,0,0,8,0,0,0,275,10.083333333333334,0,0,0,-2,0,0,0,31.22222222222222
KH Brunt,5,6,106,114,1,1,0,0,0,0,150,5.578947368421053,0,4,0,0,0,0,0,31.2
HMRKB Herath,1,1,11,18,0,0,0,0,0,0,25,3.666666666666667,6,0,0,0,0,0,0,31.0
Tanvir Ahmed (1),1,1,13,18,0,0,0,0,0,0,25,4.333333333333333,6,0,0,0,0,0,0,31.0
T Shamsi,17,20,547,366,4,1,4,0,16,0,500,8.967213114754099,0,0,0,0,0,0,0,30.88235294117647
PADLR Sandakan,5,6,186,120,0,0,4,0,0,0,150,9.3,0,0,0,0,0,0,0,30.8
Mohammed Shami,5,6,204,114,0,2,4,0,0,0,150,10.736842105263158,0,0,0,-2,0,0,0,30.8
CRD Fernando,3,3,72,66,0,3,0,0,0,1,75,6.545454545454545,0,0,2,0,0,0,12,30.666666666666668
JJ Bumrah,19,21,540,414,1,8,8,0,0,3,525,7.826086956521739,0,0,0,0,0,0,36,30.42105263157895
Shakib Al Hasan,14,16,425,330,0,5,4,0,16,0,400,7.727272727272727,0,0,0,0,0,0,0,30.357142857142858
MR Gillespie,2,2,81,48,0,0,0,0,0,1,50,10.125,0,0,0,-2,0,0,12,30.0
S Sreesanth,3,3,87,66,0,2,0,0,0,1,75,7.909090909090908,0,0,0,0,0,0,12,29.666666666666668
