striker,innings,runs,balls,dismissals,fours,sixes,30s_point,50s_point,100s_point,sr,run_points,boundary_bonus,six_bonus,duck_bonus,sr>170,sr(150-170),sr(130-150),sr(60-70),sr(50-59.99),sr<50,POINTS
ML Udawatte,3,22,22,3,3,0,0,0,0,100.0,22,3,0,-6,0,0,0,0,0,0,6.333333333333333
Mohammad Mithun,4,29,35,4,2,1,0,0,0,82.85714285714286,29,2,2,-8,0,0,0,0,0,0,6.25
RH Priest,2,15,16,2,1,0,0,0,0,93.75,15,1,0,-4,0,0,0,0,0,0,6.0
MF Maharoof,1,8,8,1,0,0,0,0,0,100.0,8,0,0,-2,0,0,0,0,0,0,6.0
Mohammad Amir,5,35,29,5,1,2,0,0,0,120.6896551724138,35,1,4,-10,0,0,0,0,0,0,6.0
D Hazell,1,7,2,1,1,0,0,0,0,350.0,7,1,0,-2,6,0,0,0,0,-6,6.0
SA Abbott,2,12,9,2,0,1,0,0,0,133.33333333333331,12,0,2,-4,0,0,2,0,0,0,6.0
CR Brathwaite,2,13,11,2,1,1,0,0,0,118.18181818181819,13,1,2,-4,0,0,0,0,0,0,6.0
PY Lavine,1,7,6,1,1,0,0,0,0,116.66666666666667,7,1,0,-2,0,0,0,0,0,0,6.0
Nahida Khan,4,32,59,4,4,0,0,0,0,54.23728813559322,32,4,0,-8,0,0,0,0,-4,0,6.0
S Gajnabi,1,7,9,1,1,0,0,0,0,77.77777777777779,7,1,0,-2,0,0,0,0,0,0,6.0
OF Smith,4,25,19,4,1,2,0,0,0,131.57894736842107,25,1,4,-8,0,0,2,0,0,0,6.0
L Ronchi,5,34,34,5,1,2,0,0,0,100.0,34,1,4,-10,0,0,0,0,0,0,5.8
LJ Wright,8,53,52,8,3,3,0,0,0,101.92307692307692,53,3,6,-16,0,0,0,0,0,0,5.75
AF Milne,2,12,9,2,1,0,0,0,0,133.33333333333331,12,1,0,-4,0,0,2,0,0,0,5.5
S Glenn,2,11,8,2,2,0,0,0,0,137.5,11,2,0,-4,0,0,2,0,0,0,5.5
Rashid Khan,3,16,12,3,0,2,0,0,0,133.33333333333331,16,0,4,-6,0,0,2,0,0,0,5.333333333333333
S Ismail,3,20,21,3,2,0,0,0,0,95.23809523809523,20,2,0,-6,0,0,0,0,0,0,5.333333333333333
SM Curran,7,43,35,7,3,2,0,0,0,122.85714285714286,43,3,4,-14,0,0,0,0,0,0,5.142857142857143
AA Alleyne,3,20,29,3,1,1,0,0,0,68.96551724137932,20,1,2,-6,0,0,0,-2,0,0,5.0
RP Arnold,1,7,7,1,0,0,0,0,0,100.0,7,0,0,-2,0,0,0,0,0,0,5.0
KT Perkins,2,13,10,2,1,0,0,0,0,130.0,13,1,0,-4,0,0,0,0,0,0,5.0
Sidra Ameen,1,6,10,1,1,0,0,0,0,60.0,6,1,0,-2,0,0,0,0,0,0,5.0
DJ Hooda,2,13,11,2,1,0,0,0,0,118.18181818181819,13,1,0,-4,0,0,0,0,0,0,5.0
Sohag Gazi,1,11,20,1,0,0,0,0,0,55.00000000000001,11,0,0,-2,0,0,0,0,-4,0,5.0
Younis Khan,1,4,3,1,1,0,0,0,0,133.33333333333331,4,1,0,-2,0,0,2,0,0,0,5.0
Asif Ali,14,84,78,14,1,5,0,0,0,107.6923076923077,84,1,10,-28,0,0,0,0,0,0,4.785714285714286
PJ Cummins,5,29,21,5,0,1,0,0,0,138.0952380952381,29,0,2,-10,0,0,2,0,0,0,4.6
JL Gunn,2,12,12,2,1,0,0,0,0,100.0,12,1,0,-4,0,0,0,0,0,0,4.5
KA Maharaj,2,11,10,2,0,1,0,0,0,110.00000000000001,11,0,2,-4,0,0,0,0,0,0,4.5
Ayesha Zafar,2,11,14,2,2,0,0,0,0,78.57142857142857,11,2,0,-4,0,0,0,0,0,0,4.5
SIR Dunkley,6,31,21,6,5,0,0,0,0,147.61904761904762,31,5,0,-12,0,0,2,0,0,0,4.333333333333333
Kycia A Knight,3,17,17,3,2,0,0,0,0,100.0,17,2,0,-6,0,0,0,0,0,0,4.333333333333333
JW Dernbach,3,15,10,3,2,0,0,0,0,150.0,15,2,0,-6,0,0,2,0,0,0,4.333333333333333
B Lee,3,18,24,3,1,0,0,0,0,75.0,18,1,0,-6,0,0,0,0,0,0,4.333333333333333
TK Curran,4,23,24,4,0,1,0,0,0,95.83333333333334,23,0,2,-8,0,0,0,0,0,0,4.25
GF Linde,4,21,19,4,2,1,0,0,0,110.5263157894737,21,2,2,-8,0,0,0,0,0,0,4.25
XM Marshall,1,8,12,1,0,0,0,0,0,66.66666666666666,8,0,0,-2,0,0,0,-2,0,0,4.0
F Tunnicliffe,1,5,2,1,1,0,0,0,0,250.0,5,1,0,-2,6,0,0,0,0,-6,4.0
Naveen-ul-Haq,1,5,5,1,1,0,0,0,0,100.0,5,1,0,-2,0,0,0,0,0,0,4.0
AM Peterson,3,17,19,3,1,0,0,0,0,89.47368421052632,17,1,0,-6,0,0,0,0,0,0,4.0
AR Adams,1,6,5,1,0,0,0,0,0,120.0,6,0,0,-2,0,0,0,0,0,0,4.0
Raza Hasan,1,5,12,1,1,0,0,0,0,41.66666666666667,5,1,0,-2,0,0,0,0,0,0,4.0
Aiman Anwer,1,5,4,1,1,0,0,0,0,125.0,5,1,0,-2,0,0,0,0,0,0,4.0
S Molineux,2,10,9,2,1,0,0,0,0,111.11111111111111,10,1,0,-4,0,0,0,0,0,0,3.5
GD McGrath,1,5,12,1,0,0,0,0,0,41.66666666666667,5,0,0,-2,0,0,0,0,0,0,3.0
A Khaka,2,9,11,2,1,0,0,0,0,81.81818181818183,9,1,0,-4,0,0,0,0,0,0,3.0
VR Iyer,1,4,2,1,1,0,0,0,0,200.0,4,1,0,-2,6,0,0,0,0,-6,3.0
SCJ Broad,5,22,21,5,1,1,0,0,0,104.76190476190477,22,1,2,-10,0,0,0,0,0,0,3.0
AJ Blackwell,1,5,7,1,0,0,0,0,0,71.42857142857143,5,0,0,-2,0,0,0,0,0,0,3.0
LAGL Kirby,2,11,18,2,1,0,0,0,0,61.111111111111114,11,1,0,-4,0,0,0,-2,0,0,3.0
Qanita Jalil,1,5,4,1,0,0,0,0,0,125.0,5,0,0,-2,0,0,0,0,0,0,3.0
M Theekshana,2,8,4,2,0,1,0,0,0,200.0,8,0,2,-4,6,0,0,0,0,-6,3.0
CJ Dala,1,5,7,1,0,0,0,0,0,71.42857142857143,5,0,0,-2,0,0,0,0,0,0,3.0
PD McGlashan,1,5,12,1,0,0,0,0,0,41.66666666666667,5,0,0,-2,0,0,0,0,0,0,3.0
Ziaur Rahman,2,10,14,2,0,0,0,0,0,71.42857142857143,10,0,0,-4,0,0,0,0,0,0,3.0
Naseem Shah,1,4,2,1,1,0,0,0,0,200.0,4,1,0,-2,6,0,0,0,0,-6,3.0
Imam-ul-Haq,1,7,10,1,0,0,0,0,0,70.0,7,0,0,-2,0,0,0,-2,0,0,3.0
D Paterson,1,4,1,1,1,0,0,0,0,400.0,4,1,0,-2,6,0,0,0,0,-6,3.0
DR Martyn,1,4,4,1,1,0,0,0,0,100.0,4,1,0,-2,0,0,0,0,0,0,3.0
Mustafizur Rahman,4,16,14,4,2,1,0,0,0,114.28571428571428,16,2,2,-8,0,0,0,0,0,0,3.0
Alok Kapali,1,5,7,1,0,0,0,0,0,71.42857142857143,5,0,0,-2,0,0,0,0,0,0,3.0
SW Tait,2,8,7,2,0,1,0,0,0,114.28571428571428,8,0,2,-4,0,0,0,0,0,0,3.0
Arafat Sunny,1,5,5,1,0,0,0,0,0,100.0,5,0,0,-2,0,0,0,0,0,0,3.0
MR Gillespie,2,10,10,2,0,0,0,0,0,100.0,10,0,0,-4,0,0,0,0,0,0,3.0
MG Johnson,6,27,29,6,2,0,0,0,0,93.10344827586206,27,2,0,-12,0,0,0,0,0,0,2.8333333333333335
PVD Chameera,6,25,30,6,4,0,0,0,0,83.33333333333334,25,4,0,-12,0,0,0,0,0,0,2.8333333333333335
RJ Peterson,3,13,17,3,1,0,0,0,0,76.47058823529412,13,1,0,-6,0,0,0,0,0,0,2.6666666666666665
Nurul Hasan,4,16,19,4,2,0,0,0,0,84.21052631578947,16,2,0,-8,0,0,0,0,0,0,2.5
D Tucker,2,8,9,2,1,0,0,0,0,88.88888888888889,8,1,0,-4,0,0,0,0,0,0,2.5
L Sipamla,2,8,11,2,1,0,0,0,0,72.72727272727273,8,1,0,-4,0,0,0,0,0,0,2.5
SL Malinga,8,31,38,8,4,0,0,0,0,81.57894736842105,31,4,0,-16,0,0,0,0,0,0,2.375
AR Patel,4,15,8,4,2,0,0,0,0,187.5,15,2,0,-8,6,0,0,0,0,-6,2.25
S Mahmood,4,14,12,4,2,0,0,0,0,116.66666666666667,14,2,0,-8,0,0,0,0,0,0,2.0
HMCM Bandara,1,4,4,1,0,0,0,0,0,100.0,4,0,0,-2,0,0,0,0,0,0,2.0
Umar Gul,5,18,21,5,0,1,0,0,0,85.71428571428571,18,0,2,-10,0,0,0,0,0,0,2.0
HIS Mendis,1,6,9,1,0,0,0,0,0,66.66666666666666,6,0,0,-2,0,0,0,-2,0,0,2.0
JRMVB Sanjaya,2,7,6,2,1,0,0,0,0,116.66666666666667,7,1,0,-4,0,0,0,0,0,0,2.0
Nazmul Islam,1,4,4,1,0,0,0,0,0,100.0,4,0,0,-2,0,0,0,0,0,0,2.0
Ayasha Rahman,1,4,11,1,0,0,0,0,0,36.36363636363637,4,0,0,-2,0,0,0,0,0,0,2.0
PR Brown,1,4,9,1,0,0,0,0,0,44.44444444444444,4,0,0,-2,0,0,0,0,0,0,2.0
ST Finn,2,9,13,2,1,0,0,0,0,69.23076923076923,9,1,0,-4,0,0,0,-2,0,0,2.0
Nain Abidi,2,11,20,2,1,0,0,0,0,55.00000000000001,11,1,0,-4,0,0,0,0,-4,0,2.0
SNJ O'Keefe,1,5,8,1,1,0,0,0,0,62.5,5,1,0,-2,0,0,0,-2,0,0,2.0
Mohammad Wasim,2,7,7,2,1,0,0,0,0,100.0,7,1,0,-4,0,0,0,0,0,0,2.0
AC Agar,1,4,5,1,0,0,0,0,0,80.0,4,0,0,-2,0,0,0,0,0,0,2.0
OU Ranasinghe,1,4,5,1,0,0,0,0,0,80.0,4,0,0,-2,0,0,0,0,0,0,2.0
LMM Tahuhu,3,11,12,3,1,0,0,0,0,91.66666666666666,11,1,0,-6,0,0,0,0,0,0,2.0
TG Southee,12,42,41,12,1,2,0,0,0,102.4390243902439,42,1,4,-24,0,0,0,0,0,0,1.9166666666666667
MR Aguilleira,2,6,16,2,1,0,0,0,0,37.5,6,1,0,-4,0,0,0,0,0,0,1.5
Asmavia Iqbal,2,6,10,2,1,0,0,0,0,60.0,6,1,0,-4,0,0,0,0,0,0,1.5
A Flintoff,2,7,6,2,0,0,0,0,0,116.66666666666667,7,0,0,-4,0,0,0,0,0,0,1.5
Iram Javed,3,9,21,3,1,0,0,0,0,42.857142857142854,9,1,0,-6,0,0,0,0,0,0,1.3333333333333333
Mohammad Saifuddin,4,12,15,4,1,0,0,0,0,80.0,12,1,0,-8,0,0,0,0,0,0,1.25
T Thushara,1,3,6,1,0,0,0,0,0,50.0,3,0,0,-2,0,0,0,0,0,0,1.0
TD Paine,3,8,10,3,1,0,0,0,0,80.0,8,1,0,-6,0,0,0,0,0,0,1.0
AT Rayudu,1,3,5,1,0,0,0,0,0,60.0,3,0,0,-2,0,0,0,0,0,0,1.0
SP Narine,2,6,15,2,0,0,0,0,0,40.0,6,0,0,-4,0,0,0,0,0,0,1.0
VB van Jaarsveld,1,3,7,1,0,0,0,0,0,42.857142857142854,3,0,0,-2,0,0,0,0,0,0,1.0
SS Grimmond,1,3,9,1,0,0,0,0,0,33.33333333333333,3,0,0,-2,0,0,0,0,0,0,1.0
Zulfiqar Babar,1,3,4,1,0,0,0,0,0,75.0,3,0,0,-2,0,0,0,0,0,0,1.0
CA Henry,2,6,10,2,0,0,0,0,0,60.0,6,0,0,-4,0,0,0,0,0,0,1.0
Khalid Latif,1,3,7,1,0,0,0,0,0,42.857142857142854,3,0,0,-2,0,0,0,0,0,0,1.0
DW Steyn,4,11,11,4,1,0,0,0,0,100.0,11,1,0,-8,0,0,0,0,0,0,1.0
J Goswami,1,3,3,1,0,0,0,0,0,100.0,3,0,0,-2,0,0,0,0,0,0,1.0
NC Dodd,1,3,4,1,0,0,0,0,0,75.0,3,0,0,-2,0,0,0,0,0,0,1.0
M Joshi,1,3,16,1,0,0,0,0,0,18.75,3,0,0,-2,0,0,0,0,0,0,1.0
DT Christian,1,3,3,1,0,0,0,0,0,100.0,3,0,0,-2,0,0,0,0,0,0,1.0
Muneeba Ali,1,3,6,1,0,0,0,0,0,50.0,3,0,0,-2,0,0,0,0,0,0,1.0
Batool Fatima,1,3,4,1,0,0,0,0,0,75.0,3,0,0,-2,0,0,0,0,0,0,1.0
Mukhtar Ahmed,2,6,15,2,0,0,0,0,0,40.0,6,0,0,-4,0,0,0,0,0,0,1.0
MS Kasprowicz,1,3,5,1,0,0,0,0,0,60.0,3,0,0,-2,0,0,0,0,0,0,1.0
CRD Fernando,1,3,4,1,0,0,0,0,0,75.0,3,0,0,-2,0,0,0,0,0,0,1.0
CBRLS Kumara,2,5,4,2,1,0,0,0,0,125.0,5,1,0,-4,0,0,0,0,0,0,1.0
Washington Sundar,3,7,9,3,1,0,0,0,0,77.77777777777779,7,1,0,-6,0,0,0,0,0,0,0.6666666666666666
MA Starc,2,5,6,2,0,0,0,0,0,83.33333333333334,5,0,0,-4,0,0,0,0,0,0,0.5
ML Schutt,2,5,5,2,0,0,0,0,0,100.0,5,0,0,-4,0,0,0,0,0,0,0.5
A Mohammed,2,5,10,2,0,0,0,0,0,50.0,5,0,0,-4,0,0,0,0,0,0,0.5
Saeed Ajmal,3,8,12,3,1,0,0,0,0,66.66666666666666,8,1,0,-6,0,0,0,-2,0,0,0.3333333333333333
A Dananjaya,4,9,12,4,0,0,0,0,0,75.0,9,0,0,-8,0,0,0,0,0,0,0.25
PADLR Sandakan,2,4,13,2,0,0,0,0,0,30.76923076923077,4,0,0,-4,0,0,0,0,0,0,0.0
Shamim Hossain,1,2,5,1,0,0,0,0,0,40.0,2,0,0,-2,0,0,0,0,0,0,0.0
AM Phangiso,1,2,5,1,0,0,0,0,0,40.0,2,0,0,-2,0,0,0,0,0,0,0.0
SMSM Senanayake,2,4,5,2,0,0,0,0,0,80.0,4,0,0,-4,0,0,0,0,0,0,0.0
MVT Fernando,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
Shafiul Islam,1,4,6,1,0,0,0,0,0,66.66666666666666,4,0,0,-2,0,0,0,-2,0,0,0.0
D Wiese,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
AK Peters,1,4,6,1,0,0,0,0,0,66.66666666666666,4,0,0,-2,0,0,0,-2,0,0,0.0
Q Joseph,1,2,7,1,0,0,0,0,0,28.57142857142857,2,0,0,-2,0,0,0,0,0,0,0.0
M Labuschagne,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
GJ Snyman,1,2,6,1,0,0,0,0,0,33.33333333333333,2,0,0,-2,0,0,0,0,0,0,0.0
GM Harris,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
R Vinay Kumar,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
L Ngidi,2,4,12,2,0,0,0,0,0,33.33333333333333,4,0,0,-4,0,0,0,0,0,0,0.0
AA Patil,2,4,5,2,0,0,0,0,0,80.0,4,0,0,-4,0,0,0,0,0,0,0.0
CA Ingram,1,2,8,1,0,0,0,0,0,25.0,2,0,0,-2,0,0,0,0,0,0,0.0
KOK Williams,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
IJL Trott,1,2,5,1,0,0,0,0,0,40.0,2,0,0,-2,0,0,0,0,0,0,0.0
Wahab Riaz,1,2,4,1,0,0,0,0,0,50.0,2,0,0,-2,0,0,0,0,0,0,0.0
S Samarawickrama,2,4,8,2,0,0,0,0,0,50.0,4,0,0,-4,0,0,0,0,0,0,0.0
S Randiv,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
Y Cariah,1,2,2,1,0,0,0,0,0,100.0,2,0,0,-2,0,0,0,0,0,0,0.0
YH Bhatia,1,2,5,1,0,0,0,0,0,40.0,2,0,0,-2,0,0,0,0,0,0,0.0
AU Rashid,9,17,25,9,0,0,0,0,0,68.0,17,0,0,-18,0,0,0,-2,0,0,-0.3333333333333333
B Kumar,3,5,7,3,0,0,0,0,0,71.42857142857143,5,0,0,-6,0,0,0,0,0,0,-0.3333333333333333
C Green,2,3,11,2,0,0,0,0,0,27.27272727272727,3,0,0,-4,0,0,0,0,0,0,-0.5
SD Hope,2,3,15,2,0,0,0,0,0,20.0,3,0,0,-4,0,0,0,0,0,0,-0.5
Nasum Ahmed,2,3,4,2,0,0,0,0,0,75.0,3,0,0,-4,0,0,0,0,0,0,-0.5
TA Boult,2,5,8,2,0,0,0,0,0,62.5,5,0,0,-4,0,0,0,-2,0,0,-0.5
BE Hendricks,2,3,7,2,0,0,0,0,0,42.857142857142854,3,0,0,-4,0,0,0,0,0,0,-0.5
K Ramharack,2,3,6,2,0,0,0,0,0,50.0,3,0,0,-4,0,0,0,0,0,0,-0.5
M Muralitharan,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
SE Bond,3,3,6,3,0,0,0,0,0,50.0,3,0,0,-6,0,0,0,0,0,0,-1.0
CAK Rajitha,1,5,9,1,0,0,0,0,0,55.55555555555556,5,0,0,-2,0,0,0,0,-4,0,-1.0
LH Ferguson,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
Arshdeep Singh,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
SHA Rance,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
LR Doolan,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
Ariful Haque,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
M Ntini,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Kainat Imtiaz,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
SS Cottrell,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
TD Astle,1,1,5,1,0,0,0,0,0,20.0,1,0,0,-2,0,0,0,0,0,0,-1.0
FL Mackay,1,1,7,1,0,0,0,0,0,14.285714285714285,1,0,0,-2,0,0,0,0,0,0,-1.0
MG Bracewell,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
MJ McClenaghan,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
MK Villiers,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Karim Janat,3,5,8,3,0,0,0,0,0,62.5,5,0,0,-6,0,0,0,-2,0,0,-1.0
A King,1,1,5,1,0,0,0,0,0,20.0,1,0,0,-2,0,0,0,0,0,0,-1.0
A Nortje,5,5,16,5,0,0,0,0,0,31.25,5,0,0,-10,0,0,0,0,0,0,-1.0
PS Punia,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
JAH Marshall,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
JC Tredwell,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
BAW Mendis,1,1,7,1,0,0,0,0,0,14.285714285714285,1,0,0,-2,0,0,0,0,0,0,-1.0
JE Taylor,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
YS Chahal,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
JL Jonassen,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
JM Muirhead,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
RM Farrell,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
IG Butler,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Hasan Mahmud,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
JWM Dalrymple,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
HMRKB Herath,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
KDK Vithanage,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
HK Bennett,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
KMA Paul,2,2,7,2,0,0,0,0,0,28.57142857142857,2,0,0,-4,0,0,0,0,0,0,-1.0
T Bhatia,2,2,9,2,0,0,0,0,0,22.22222222222222,2,0,0,-4,0,0,0,0,0,0,-1.0
J Theron,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Meghna Singh,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
N Mlaba,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Mohammad Irfan,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
P Kumar,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Suhrawadi Shuvo,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
DBL Powell,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Marina Iqbal,1,1,5,1,0,0,0,0,0,20.0,1,0,0,-2,0,0,0,0,0,0,-1.0
P Vastrakar,1,1,5,1,0,0,0,0,0,20.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Sanjida Islam,2,2,12,2,0,0,0,0,0,16.666666666666664,2,0,0,-4,0,0,0,0,0,0,-1.0
AM Ellis,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
S Badree,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
OC McCoy,2,2,8,2,0,0,0,0,0,25.0,2,0,0,-4,0,0,0,0,0,0,-1.0
Abu Jayed,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
DG Brownlie,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
EC Perry,1,1,2,1,0,0,0,0,0,50.0,1,0,0,-2,0,0,0,0,0,0,-1.0
DL Chahar,1,1,1,1,0,0,0,0,0,100.0,1,0,0,-2,0,0,0,0,0,0,-1.0
Nazimuddin,1,1,4,1,0,0,0,0,0,25.0,1,0,0,-2,0,0,0,0,0,0,-1.0
DM Kimmince,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
D Hemalatha,1,1,3,1,0,0,0,0,0,33.33333333333333,1,0,0,-2,0,0,0,0,0,0,-1.0
M Morkel,2,1,3,2,0,0,0,0,0,33.33333333333333,1,0,0,-4,0,0,0,0,0,0,-1.5
KD Mills,2,1,2,2,0,0,0,0,0,50.0,1,0,0,-4,0,0,0,0,0,0,-1.5
RJW Topley,2,1,5,2,0,0,0,0,0,20.0,1,0,0,-4,0,0,0,0,0,0,-1.5
Gulbadin Naib,2,1,6,2,0,0,0,0,0,16.666666666666664,1,0,0,-4,0,0,0,0,0,0,-1.5
SS Connell,2,1,4,2,0,0,0,0,0,25.0,1,0,0,-4,0,0,0,0,0,0,-1.5
Rubel Hossain,2,0,2,2,0,0,0,0,0,0.0,0,0,0,-4,0,0,0,0,0,0,-2.0
DC Drakes,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
HR Walsh,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Z Khan,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
K Sinclair,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
WG Jacks,1,0,3,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Nashra Sandhu,1,0,3,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
BJ Dwarshuis,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
JA Richardson,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
OP Stone,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
N Deonarine,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
NND de Silva,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Abdullah Shafique,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
RP Yadav,2,2,3,2,0,0,0,0,0,66.66666666666666,2,0,0,-4,0,0,0,-2,0,0,-2.0
AJ Tye,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Shaheen Shah Afridi,2,0,4,2,0,0,0,0,0,0.0,0,0,0,-4,0,0,0,0,0,0,-2.0
SHT Kandamby,1,2,3,1,0,0,0,0,0,66.66666666666666,2,0,0,-2,0,0,0,-2,0,0,-2.0
T Shamsi,4,4,7,4,0,0,0,0,0,57.14285714285714,4,0,0,-8,0,0,0,0,-4,0,-2.0
FH Edwards,1,0,3,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
PP Shaw,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
MM Patel,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
PP Chawla,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
MP Vaughan,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
PM Weerakkody,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
TJ Vlaeminck,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Poonam Yadav,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
A Brindle,2,4,7,2,0,0,0,0,0,57.14285714285714,4,0,0,-4,0,0,0,0,-4,0,-2.0
A Nehra,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
Shoaib Akhtar,1,0,2,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
LM Kasperek,2,0,2,2,0,0,0,0,0,0.0,0,0,0,-4,0,0,0,0,0,0,-2.0
PHKD Mendis,1,0,1,1,0,0,0,0,0,0.0,0,0,0,-2,0,0,0,0,0,0,-2.0
